,Thermostat,LightSensor,LightA,LightB,AC,Window
8405,65,8,OFF,OFF,ON,Closed
8406,65,7,OFF,OFF,ON,Closed
8407,64,6,OFF,OFF,ON,Closed
8408,64,7,OFF,OFF,ON,Closed
8409,65,7,OFF,OFF,ON,Closed
8410,65,6,OFF,OFF,ON,Closed
8411,66,7,OFF,OFF,ON,Closed
8412,67,8,OFF,OFF,ON,Closed
8413,68,7,OFF,OFF,ON,Closed
8414,69,8,OFF,OFF,ON,Closed
8415,69,7,OFF,OFF,ON,Closed
8416,68,7,OFF,OFF,ON,Closed
8417,69,6,OFF,OFF,ON,Closed
8418,69,6,OFF,OFF,ON,Closed
8419,68,7,OFF,OFF,ON,Closed
8420,69,8,OFF,OFF,ON,Closed
8421,68,8,OFF,OFF,ON,Closed
8422,67,9,OFF,OFF,ON,Closed
8423,66,9,OFF,OFF,ON,Closed
8424,66,8,OFF,OFF,ON,Closed
8425,65,8,OFF,OFF,ON,Closed
8426,65,7,OFF,OFF,ON,Closed
8427,66,8,OFF,OFF,ON,Closed
8428,67,8,OFF,OFF,ON,Closed
8429,66,7,OFF,OFF,ON,Closed
8430,66,6,OFF,OFF,ON,Closed
8431,65,6,OFF,OFF,ON,Closed
8432,66,6,OFF,OFF,ON,Closed
8433,65,7,OFF,OFF,ON,Closed
8434,65,6,OFF,OFF,ON,Closed
8435,66,7,OFF,OFF,ON,Closed
8436,65,6,OFF,OFF,ON,Closed
8437,64,7,OFF,OFF,ON,Closed
8438,63,8,OFF,OFF,ON,Closed
8439,64,8,OFF,OFF,ON,Closed
8440,65,7,ON,OFF,OFF,Closed
8441,66,8,ON,OFF,OFF,Closed
8442,67,9,ON,OFF,OFF,Closed
8443,67,8,OFF,OFF,OFF,Closed
8444,66,7,OFF,OFF,OFF,Closed
8445,67,8,OFF,OFF,OFF,Closed
8446,68,9,OFF,OFF,OFF,Closed
8447,69,10,OFF,OFF,OFF,Closed
8448,69,10,OFF,OFF,OFF,Closed
8449,70,9,OFF,OFF,OFF,Closed
8450,69,10,OFF,OFF,OFF,Closed
8451,70,8,OFF,OFF,OFF,Closed
8452,69,8,OFF,OFF,OFF,Closed
8453,70,9,OFF,OFF,OFF,Closed
8454,71,8,OFF,OFF,OFF,Closed
8455,71,8,OFF,OFF,OFF,Closed
8456,70,8,OFF,OFF,OFF,Closed
8457,71,9,OFF,OFF,OFF,Closed
8458,71,10,OFF,OFF,OFF,Closed
8459,70,9,OFF,OFF,OFF,Closed
8460,70,8,OFF,OFF,OFF,Closed
8461,69,7,OFF,OFF,OFF,Closed
8462,70,8,OFF,OFF,OFF,Closed
8463,69,7,OFF,OFF,OFF,Closed
8464,69,7,OFF,OFF,OFF,Closed
8465,69,7,OFF,OFF,OFF,Closed
8466,70,6,OFF,OFF,OFF,Closed
8467,69,7,OFF,OFF,OFF,Closed
8468,69,8,OFF,OFF,OFF,Closed
8469,69,8,OFF,OFF,OFF,Closed
8470,70,9,OFF,OFF,OFF,Closed
8471,70,8,OFF,OFF,OFF,Closed
8472,71,7,OFF,OFF,OFF,Closed
8473,71,6,OFF,OFF,OFF,Closed
8474,70,5,OFF,OFF,OFF,Closed
8475,69,4,OFF,OFF,OFF,Closed
8476,70,4,OFF,OFF,OFF,Closed
8477,70,4,OFF,OFF,OFF,Closed
8478,70,4,OFF,OFF,OFF,Closed
8479,71,3,OFF,OFF,OFF,Closed
8480,71,2,OFF,OFF,OFF,Closed
8481,71,3,OFF,OFF,OFF,Closed
8482,72,3,OFF,OFF,OFF,Closed
8483,71,3,OFF,OFF,OFF,Closed
8484,72,4,OFF,OFF,OFF,Closed
8485,71,3,OFF,OFF,OFF,Closed
8486,72,4,OFF,OFF,OFF,Closed
8487,71,4,OFF,OFF,OFF,Closed
8488,72,5,OFF,OFF,OFF,Closed
8489,71,5,OFF,OFF,OFF,Closed
8490,71,4,OFF,OFF,OFF,Closed
8491,72,3,OFF,OFF,OFF,Closed
8492,71,3,OFF,OFF,OFF,Closed
8493,70,2,OFF,OFF,OFF,Closed
8494,69,3,OFF,OFF,OFF,Closed
8495,68,3,OFF,OFF,OFF,Closed
8496,68,2,OFF,OFF,OFF,Closed
8497,69,3,OFF,OFF,OFF,Closed
8498,69,2,OFF,OFF,OFF,Closed
8499,69,2,OFF,OFF,OFF,Closed
8500,68,2,OFF,OFF,OFF,Closed
8501,68,3,OFF,OFF,OFF,Closed
8502,69,4,OFF,OFF,OFF,Closed
8503,69,5,OFF,OFF,OFF,Closed
8504,70,5,OFF,OFF,OFF,Closed
8505,71,6,OFF,OFF,OFF,Closed
8506,71,7,OFF,OFF,OFF,Closed
8507,72,7,OFF,OFF,OFF,Closed
8508,73,6,OFF,OFF,OFF,Closed
8509,73,5,OFF,OFF,OFF,Closed
8510,74,4,OFF,OFF,OFF,Closed
8511,73,5,OFF,OFF,OFF,Closed
8512,73,4,OFF,OFF,OFF,Closed
8513,72,3,OFF,OFF,OFF,Closed
8514,71,2,OFF,OFF,OFF,Closed
8515,71,3,OFF,OFF,ON,Closed
8516,71,4,OFF,OFF,ON,Closed
8517,71,4,OFF,OFF,ON,Closed
8518,72,4,OFF,OFF,ON,Closed
8519,72,4,OFF,OFF,ON,Closed
8520,73,3,OFF,OFF,ON,Closed
8521,73,3,OFF,OFF,ON,Closed
8522,74,2,OFF,OFF,ON,Closed
8523,73,3,OFF,OFF,ON,Closed
8524,74,4,OFF,OFF,ON,Closed
8525,75,4,OFF,OFF,ON,Closed
8526,75,5,OFF,OFF,ON,Closed
8527,76,4,OFF,OFF,ON,Closed
8528,76,4,OFF,OFF,ON,Closed
8529,77,4,OFF,OFF,ON,Closed
8530,76,5,OFF,OFF,ON,Closed
8531,77,5,OFF,OFF,ON,Closed
8532,76,5,OFF,OFF,ON,Closed
8533,77,6,OFF,OFF,ON,Closed
8534,78,5,OFF,OFF,ON,Closed
8535,79,5,OFF,OFF,ON,Closed
8536,79,6,OFF,OFF,ON,Closed
8537,78,6,OFF,OFF,ON,Closed
8538,78,5,OFF,OFF,ON,Closed
8539,78,5,OFF,OFF,ON,Closed
8540,78,4,OFF,OFF,ON,Closed
8541,79,4,OFF,OFF,ON,Closed
8542,78,3,OFF,OFF,ON,Closed
8543,78,2,OFF,OFF,ON,Closed
8544,79,3,OFF,OFF,ON,Closed
8545,80,2,OFF,OFF,ON,Closed
8546,80,3,OFF,OFF,ON,Closed
8547,81,2,OFF,OFF,ON,Closed
8548,80,3,OFF,OFF,ON,Closed
8549,80,4,OFF,OFF,ON,Closed
8550,81,5,OFF,OFF,ON,Closed
8551,80,4,OFF,OFF,ON,Closed
8552,79,3,OFF,OFF,ON,Closed
8553,79,3,OFF,OFF,ON,Closed
8554,79,4,OFF,OFF,ON,Closed
8555,80,5,OFF,OFF,ON,Closed
8556,81,6,OFF,OFF,ON,Closed
8557,80,5,OFF,OFF,ON,Closed
8558,79,4,OFF,OFF,ON,Closed
8559,78,3,OFF,OFF,ON,Closed
8560,79,3,OFF,OFF,ON,Closed
8561,78,4,OFF,OFF,ON,Closed
8562,77,4,ON,ON,OFF,Closed
8563,76,5,ON,ON,OFF,Closed
8564,77,5,ON,ON,OFF,Closed
8565,77,4,ON,ON,OFF,Closed
8566,77,5,ON,ON,OFF,Closed
8567,76,5,ON,ON,OFF,Closed
8568,76,6,ON,ON,OFF,Closed
8569,75,5,ON,ON,ON,Closed
8570,74,4,ON,ON,ON,Closed
8571,73,3,ON,ON,ON,Closed
8572,73,4,ON,ON,ON,Closed
8573,73,3,ON,ON,ON,Closed
8574,73,3,ON,ON,ON,Closed
8575,73,2,ON,ON,ON,Closed
8576,72,3,ON,ON,ON,Closed
8577,72,2,ON,ON,ON,Closed
8578,71,2,ON,ON,ON,Closed
8579,70,3,ON,ON,ON,Closed
8580,70,3,ON,ON,ON,Closed
8581,69,2,ON,ON,ON,Closed
8582,70,3,ON,ON,ON,Closed
8583,70,3,ON,ON,ON,Closed
8584,70,3,ON,ON,ON,Closed
8585,69,4,ON,ON,ON,Closed
8586,70,4,ON,ON,ON,Closed
8587,69,4,ON,ON,ON,Closed
8588,70,5,ON,ON,ON,Closed
8589,70,6,ON,ON,ON,Closed
8590,69,5,ON,ON,ON,Closed
8591,70,4,ON,ON,ON,Closed
8592,71,4,ON,ON,ON,Closed
8593,70,3,ON,ON,ON,Closed
8594,69,4,ON,ON,ON,Closed
8595,69,4,ON,ON,ON,Closed
8596,69,3,ON,ON,ON,Closed
8597,70,2,ON,ON,ON,Closed
8598,71,3,ON,ON,ON,Closed
8599,72,3,ON,ON,ON,Closed
8600,72,3,ON,ON,ON,Closed
8601,73,4,ON,ON,ON,Closed
8602,73,3,ON,ON,ON,Closed
8603,72,4,ON,ON,ON,Closed
8604,73,5,ON,ON,ON,Closed
8605,74,5,ON,ON,ON,Closed
8606,74,6,ON,ON,ON,Closed
8607,74,7,ON,ON,ON,Closed
8608,73,6,ON,ON,ON,Closed
8609,74,7,ON,ON,ON,Closed
8610,73,6,ON,ON,ON,Closed
8611,74,5,ON,ON,ON,Closed
8612,73,4,ON,ON,ON,Closed
8613,73,4,ON,ON,ON,Closed
8614,73,4,ON,ON,ON,Closed
8615,73,3,ON,ON,ON,Closed
8616,72,2,ON,ON,ON,Closed
8617,72,2,ON,ON,ON,Closed
8618,73,2,ON,ON,ON,Closed
8619,73,2,ON,ON,ON,Closed
8620,72,3,ON,ON,ON,Closed
8621,72,4,ON,ON,ON,Closed
8622,73,3,ON,ON,ON,Closed
8623,73,2,ON,ON,ON,Closed
8624,74,3,ON,ON,ON,Closed
8625,75,4,ON,ON,ON,Closed
8626,76,3,ON,ON,ON,Closed
8627,77,4,ON,ON,ON,Closed
8628,76,3,ON,ON,ON,Closed
8629,75,4,ON,ON,ON,Closed
8630,76,4,ON,ON,ON,Closed
8631,75,4,ON,ON,ON,Closed
8632,75,3,ON,ON,ON,Closed
8633,75,4,ON,ON,ON,Closed
8634,76,3,ON,ON,ON,Closed
8635,77,2,OFF,ON,OFF,Closed
8636,78,2,OFF,ON,OFF,Closed
8637,79,3,OFF,ON,OFF,Closed
8638,80,4,ON,ON,ON,Closed
8639,79,4,ON,ON,ON,Closed
8640,78,3,ON,ON,ON,Closed
8641,78,4,ON,ON,ON,Closed
8642,77,4,ON,ON,ON,Closed
8643,78,5,ON,ON,ON,Closed
8644,77,5,ON,ON,ON,Closed
8645,78,4,ON,ON,ON,Closed
8646,77,4,ON,ON,ON,Closed
8647,78,5,ON,ON,ON,Closed
8648,78,5,ON,ON,ON,Closed
8649,79,5,ON,ON,ON,Closed
8650,78,4,ON,ON,ON,Closed
8651,79,4,ON,ON,ON,Closed
8652,80,3,ON,ON,ON,Closed
8653,81,4,ON,ON,ON,Closed
8654,80,4,ON,ON,ON,Closed
8655,81,5,ON,ON,ON,Closed
8656,80,5,ON,ON,ON,Closed
8657,79,6,ON,ON,ON,Closed
8658,80,5,ON,ON,ON,Closed
8659,79,5,ON,ON,ON,Closed
8660,78,4,ON,ON,ON,Closed
8661,77,4,ON,ON,ON,Closed
8662,78,4,ON,ON,ON,Closed
8663,77,3,ON,ON,ON,Closed
8664,76,4,ON,ON,ON,Closed
8665,75,3,ON,ON,ON,Closed
8666,75,4,ON,ON,ON,Closed
8667,75,5,ON,ON,ON,Closed
8668,74,4,ON,ON,ON,Closed
8669,74,3,ON,ON,ON,Closed
8670,75,3,ON,ON,ON,Closed
8671,76,2,ON,ON,ON,Closed
8672,75,3,ON,ON,ON,Closed
8673,75,3,ON,ON,ON,Closed
8674,76,3,ON,ON,ON,Closed
8675,76,3,ON,ON,ON,Closed
8676,75,2,ON,ON,ON,Closed
8677,74,2,OFF,ON,OFF,Closed
8678,74,3,OFF,ON,OFF,Closed
8679,74,3,OFF,ON,OFF,Closed
8680,74,4,OFF,ON,OFF,Closed
8681,75,5,OFF,ON,OFF,Closed
8682,75,4,OFF,ON,OFF,Closed
8683,76,4,OFF,ON,OFF,Closed
8684,76,4,OFF,ON,OFF,Closed
8685,75,5,OFF,ON,OFF,Closed
8686,76,5,OFF,ON,OFF,Closed
8687,76,6,OFF,ON,OFF,Closed
8688,77,5,OFF,ON,OFF,Closed
8689,76,4,OFF,ON,OFF,Closed
8690,77,5,OFF,ON,OFF,Closed
8691,78,5,ON,ON,ON,Closed
8692,79,5,ON,ON,ON,Closed
8693,79,4,ON,ON,ON,Closed
8694,80,5,ON,ON,ON,Closed
8695,80,6,ON,ON,ON,Closed
8696,81,7,ON,ON,ON,Closed
8697,82,7,ON,ON,ON,Closed
8698,81,7,ON,ON,ON,Closed
8699,82,7,ON,ON,ON,Closed
8700,81,7,ON,ON,ON,Closed
8701,80,7,ON,ON,ON,Closed
8702,79,8,ON,ON,ON,Closed
8703,80,8,ON,ON,ON,Closed
8704,79,9,ON,ON,ON,Closed
8705,79,8,ON,ON,ON,Closed
8706,79,7,ON,ON,ON,Closed
8707,80,8,ON,ON,ON,Closed
8708,80,9,ON,ON,ON,Closed
8709,80,10,OFF,OFF,ON,Closed
8710,80,10,OFF,OFF,ON,Closed
8711,80,9,OFF,OFF,ON,Closed
8712,80,10,OFF,OFF,ON,Closed
8713,80,8,OFF,OFF,ON,Closed
8714,81,7,OFF,OFF,ON,Closed
8715,81,7,OFF,OFF,ON,Closed
8716,82,7,OFF,OFF,ON,Closed
8717,83,6,OFF,OFF,ON,Closed
8718,83,5,OFF,OFF,ON,Closed
8719,83,5,OFF,OFF,ON,Closed
8720,84,5,OFF,OFF,ON,Closed
8721,84,5,OFF,OFF,ON,Closed
8722,84,4,OFF,OFF,ON,Closed
8723,85,4,OFF,ON,ON,Closed
8724,84,3,OFF,ON,ON,Closed
8725,84,3,OFF,ON,ON,Closed
8726,84,4,OFF,ON,ON,Closed
8727,84,3,OFF,ON,ON,Closed
8728,84,2,OFF,ON,ON,Closed
8729,85,2,OFF,ON,ON,Closed
8730,84,3,OFF,ON,ON,Closed
8731,85,3,OFF,ON,ON,Closed
8732,85,2,OFF,ON,ON,Closed
8733,85,2,OFF,ON,ON,Closed
8734,84,2,OFF,ON,ON,Closed
8735,83,3,OFF,ON,ON,Closed
8736,83,3,OFF,ON,ON,Closed
8737,82,4,OFF,ON,ON,Closed
8738,83,3,OFF,ON,ON,Closed
8739,82,2,OFF,ON,ON,Closed
8740,82,2,OFF,ON,ON,Closed
8741,81,2,OFF,ON,ON,Closed
8742,80,2,OFF,ON,ON,Closed
8743,81,2,OFF,ON,ON,Closed
8744,80,2,OFF,ON,ON,Closed
8745,81,2,OFF,ON,ON,Closed
8746,81,2,OFF,ON,ON,Closed
8747,81,3,OFF,ON,ON,Closed
8748,81,2,OFF,ON,ON,Closed
8749,81,2,OFF,ON,ON,Closed
8750,81,2,OFF,ON,ON,Closed
8751,80,3,OFF,ON,ON,Closed
8752,79,4,OFF,ON,ON,Closed
8753,80,5,OFF,ON,ON,Closed
8754,80,4,OFF,ON,ON,Closed
8755,81,5,OFF,ON,ON,Closed
8756,81,5,OFF,ON,ON,Closed
8757,81,5,OFF,ON,ON,Closed
8758,81,6,ON,ON,OFF,Closed
8759,82,7,OFF,ON,ON,Open
8760,82,7,OFF,ON,ON,Open
8761,83,8,OFF,ON,ON,Closed
8762,83,9,OFF,ON,ON,Closed
8763,84,9,OFF,OFF,ON,Closed
8764,83,9,OFF,OFF,ON,Closed
8765,82,8,OFF,OFF,ON,Closed
8766,82,8,OFF,OFF,ON,Closed
8767,81,7,OFF,OFF,ON,Closed
8768,82,8,OFF,OFF,ON,Closed
8769,82,8,OFF,OFF,ON,Closed
8770,83,9,OFF,OFF,ON,Closed
8771,83,8,OFF,OFF,ON,Closed
8772,82,7,OFF,OFF,ON,Closed
8773,82,8,OFF,OFF,ON,Closed
8774,83,8,OFF,OFF,ON,Closed
8775,83,9,OFF,OFF,ON,Closed
8776,82,8,OFF,OFF,ON,Closed
8777,82,8,OFF,OFF,ON,Closed
8778,82,7,OFF,OFF,ON,Closed
8779,82,8,OFF,OFF,ON,Closed
8780,83,9,OFF,OFF,ON,Closed
8781,82,10,OFF,OFF,ON,Closed
8782,81,10,OFF,OFF,ON,Closed
8783,82,9,OFF,OFF,ON,Closed
8784,81,9,OFF,OFF,ON,Closed
8785,82,10,OFF,OFF,ON,Closed
8786,82,10,OFF,OFF,ON,Closed
8787,81,9,OFF,OFF,ON,Closed
8788,80,10,OFF,OFF,ON,Closed
8789,81,10,OFF,OFF,ON,Closed
8790,80,8,OFF,OFF,ON,Closed
8791,81,7,OFF,OFF,ON,Closed
8792,82,6,OFF,OFF,ON,Closed
8793,81,7,OFF,OFF,ON,Closed
8794,80,6,OFF,OFF,ON,Closed
8795,80,5,OFF,OFF,ON,Closed
8796,80,5,OFF,OFF,ON,Closed
8797,81,6,OFF,OFF,ON,Closed
8798,81,7,OFF,OFF,ON,Closed
8799,82,6,OFF,OFF,ON,Closed
8800,83,5,OFF,OFF,ON,Closed
8801,82,4,OFF,OFF,ON,Closed
8802,81,5,OFF,OFF,ON,Closed
8803,80,5,OFF,OFF,ON,Closed
8804,80,5,OFF,OFF,ON,Closed
8805,81,4,OFF,OFF,ON,Closed
8806,82,5,OFF,OFF,ON,Closed
8807,81,4,OFF,OFF,ON,Closed
8808,80,4,OFF,OFF,ON,Closed
8809,80,5,OFF,OFF,ON,Closed
8810,80,6,OFF,OFF,ON,Closed
8811,79,5,OFF,OFF,ON,Closed
8812,79,6,OFF,OFF,ON,Closed
8813,79,7,OFF,OFF,ON,Closed
8814,80,7,OFF,OFF,ON,Closed
8815,80,8,OFF,OFF,ON,Closed
8816,79,8,OFF,OFF,ON,Closed
8817,80,8,OFF,OFF,ON,Closed
8818,79,7,OFF,OFF,ON,Closed
8819,80,7,OFF,OFF,ON,Closed
8820,79,8,OFF,OFF,ON,Closed
8821,80,9,OFF,OFF,ON,Closed
8822,81,9,OFF,OFF,ON,Closed
8823,81,9,OFF,OFF,ON,Closed
8824,81,10,OFF,OFF,ON,Closed
8825,81,10,OFF,OFF,ON,Closed
8826,82,10,OFF,OFF,ON,Closed
8827,82,10,OFF,OFF,ON,Closed
8828,83,9,OFF,OFF,ON,Closed
8829,82,9,OFF,OFF,ON,Closed
8830,81,8,OFF,OFF,ON,Closed
8831,81,8,OFF,OFF,ON,Closed
8832,81,8,OFF,OFF,ON,Closed
8833,80,9,OFF,OFF,ON,Closed
8834,81,10,OFF,OFF,ON,Closed
8835,80,10,OFF,OFF,ON,Closed
8836,79,9,OFF,OFF,ON,Closed
8837,79,8,OFF,OFF,ON,Closed
8838,78,9,OFF,OFF,ON,Closed
8839,77,8,OFF,OFF,ON,Closed
8840,77,7,OFF,OFF,ON,Closed
8841,77,6,OFF,OFF,ON,Closed
8842,77,5,OFF,OFF,ON,Closed
8843,76,4,OFF,OFF,ON,Closed
8844,77,4,OFF,OFF,ON,Closed
8845,78,4,OFF,OFF,ON,Closed
8846,79,3,OFF,OFF,ON,Closed
8847,80,4,OFF,OFF,ON,Closed
8848,81,3,OFF,OFF,ON,Closed
8849,80,3,OFF,OFF,ON,Closed
8850,81,4,OFF,OFF,ON,Closed
8851,80,4,OFF,OFF,ON,Closed
8852,79,5,OFF,OFF,ON,Closed
8853,79,5,OFF,OFF,ON,Closed
8854,78,4,OFF,OFF,ON,Closed
8855,79,5,OFF,OFF,ON,Closed
8856,80,4,OFF,OFF,ON,Closed
8857,80,3,OFF,OFF,ON,Closed
8858,80,4,OFF,OFF,ON,Closed
8859,80,4,OFF,OFF,ON,Closed
8860,81,3,OFF,OFF,ON,Closed
8861,80,2,OFF,OFF,ON,Closed
8862,80,3,OFF,OFF,ON,Closed
8863,80,3,OFF,OFF,ON,Closed
8864,81,2,OFF,OFF,ON,Closed
8865,80,2,ON,ON,OFF,Closed
8866,80,2,ON,ON,OFF,Closed
8867,79,2,ON,ON,OFF,Closed
8868,78,3,ON,ON,OFF,Closed
8869,78,2,ON,ON,OFF,Closed
8870,79,2,ON,ON,OFF,Closed
8871,80,3,ON,ON,OFF,Closed
8872,80,3,ON,ON,OFF,Closed
8873,80,4,ON,ON,OFF,Closed
8874,79,5,ON,ON,OFF,Closed
8875,80,5,ON,ON,OFF,Closed
8876,80,4,OFF,ON,ON,Closed
8877,80,3,OFF,ON,ON,Closed
8878,79,4,OFF,ON,ON,Closed
8879,80,5,OFF,ON,ON,Closed
8880,79,4,OFF,ON,ON,Closed
8881,79,3,OFF,ON,ON,Closed
8882,79,3,OFF,ON,ON,Closed
8883,78,4,OFF,ON,ON,Closed
8884,77,3,OFF,ON,ON,Closed
8885,78,4,ON,ON,OFF,Closed
8886,77,3,ON,ON,OFF,Closed
8887,77,2,ON,ON,OFF,Closed
8888,76,3,ON,ON,OFF,Closed
8889,76,2,ON,ON,OFF,Closed
8890,76,2,ON,ON,OFF,Closed
8891,76,2,ON,ON,OFF,Closed
8892,77,3,ON,ON,OFF,Closed
8893,77,2,ON,ON,OFF,Closed
8894,76,3,ON,ON,OFF,Closed
8895,75,2,ON,ON,OFF,Closed
8896,74,3,ON,ON,OFF,Closed
8897,73,4,ON,ON,OFF,Closed
8898,73,5,ON,ON,OFF,Closed
8899,73,5,ON,ON,OFF,Closed
8900,73,5,ON,ON,OFF,Closed
8901,73,6,ON,ON,OFF,Closed
8902,74,5,ON,ON,OFF,Closed
8903,73,4,ON,ON,OFF,Closed
8904,74,4,ON,ON,OFF,Closed
8905,74,3,ON,ON,OFF,Closed
8906,73,3,ON,ON,OFF,Closed
8907,73,2,ON,ON,OFF,Closed
8908,73,3,ON,ON,OFF,Closed
8909,72,2,ON,ON,OFF,Closed
8910,71,2,ON,ON,OFF,Closed
8911,72,3,ON,ON,OFF,Closed
8912,71,3,ON,ON,OFF,Closed
8913,70,2,ON,ON,OFF,Closed
8914,71,3,ON,ON,OFF,Closed
8915,70,3,ON,ON,OFF,Closed
8916,71,2,ON,ON,OFF,Closed
8917,70,2,ON,ON,OFF,Closed
8918,70,2,ON,ON,OFF,Closed
8919,69,3,ON,ON,OFF,Closed
8920,68,3,ON,ON,OFF,Closed
8921,67,3,ON,ON,OFF,Closed
8922,66,2,ON,ON,OFF,Closed
8923,65,2,ON,ON,OFF,Closed
8924,65,3,ON,ON,OFF,Closed
8925,66,2,ON,ON,OFF,Closed
8926,67,2,ON,ON,OFF,Closed
8927,66,2,ON,ON,OFF,Closed
8928,67,2,ON,ON,OFF,Closed
8929,68,3,ON,ON,OFF,Closed
8930,68,3,ON,ON,OFF,Closed
8931,69,4,ON,ON,OFF,Closed
8932,69,4,ON,ON,OFF,Closed
8933,68,4,ON,ON,OFF,Closed
8934,69,4,ON,ON,OFF,Closed
8935,70,3,ON,ON,OFF,Closed
8936,71,3,ON,ON,OFF,Closed
8937,72,3,ON,ON,OFF,Closed
8938,71,2,ON,ON,OFF,Closed
8939,70,2,ON,ON,OFF,Closed
8940,71,3,ON,ON,OFF,Closed
8941,70,2,ON,ON,ON,Closed
8942,69,3,ON,ON,ON,Closed
8943,70,4,ON,ON,ON,Closed
8944,71,3,ON,ON,ON,Closed
8945,70,2,ON,ON,ON,Closed
8946,71,2,ON,ON,ON,Closed
8947,72,2,ON,ON,ON,Closed
8948,71,3,OFF,ON,OFF,Closed
8949,72,3,OFF,ON,OFF,Closed
8950,72,3,OFF,ON,OFF,Closed
8951,73,2,OFF,ON,OFF,Closed
8952,74,2,OFF,ON,OFF,Closed
8953,73,3,OFF,ON,OFF,Closed
8954,73,3,OFF,ON,OFF,Closed
8955,73,4,OFF,ON,OFF,Closed
8956,74,4,OFF,ON,OFF,Closed
8957,74,5,OFF,ON,OFF,Closed
8958,75,6,OFF,ON,OFF,Closed
8959,74,5,OFF,ON,OFF,Closed
8960,74,6,OFF,ON,ON,Closed
8961,75,6,OFF,ON,ON,Closed
8962,76,7,OFF,ON,ON,Closed
8963,77,6,OFF,ON,ON,Closed
8964,77,6,OFF,ON,ON,Closed
8965,78,5,OFF,ON,ON,Closed
8966,77,4,OFF,ON,ON,Closed
8967,76,5,OFF,ON,ON,Closed
8968,75,6,OFF,ON,ON,Closed
8969,75,6,OFF,ON,ON,Closed
8970,76,7,OFF,ON,ON,Closed
8971,77,7,OFF,ON,ON,Closed
8972,78,6,OFF,ON,ON,Closed
8973,77,6,OFF,ON,ON,Closed
8974,77,7,OFF,ON,ON,Closed
8975,77,8,OFF,ON,ON,Closed
8976,76,7,OFF,ON,ON,Closed
8977,77,7,OFF,ON,ON,Closed
8978,78,8,OFF,ON,ON,Closed
8979,78,8,OFF,ON,ON,Closed
8980,77,7,OFF,ON,ON,Closed
8981,78,7,OFF,ON,ON,Closed
8982,79,7,OFF,ON,ON,Closed
8983,78,6,OFF,ON,ON,Closed
8984,79,6,OFF,ON,ON,Closed
8985,79,5,OFF,ON,ON,Closed
8986,78,6,OFF,ON,ON,Closed
8987,77,5,OFF,ON,ON,Closed
8988,78,5,OFF,ON,ON,Closed
8989,77,4,OFF,ON,ON,Closed
8990,78,3,OFF,ON,ON,Closed
8991,79,4,OFF,ON,ON,Closed
8992,80,5,OFF,ON,ON,Closed
8993,80,5,OFF,ON,ON,Closed
8994,80,5,OFF,ON,ON,Closed
8995,81,4,OFF,ON,ON,Closed
8996,82,5,OFF,ON,ON,Closed
8997,82,6,OFF,ON,ON,Closed
8998,82,7,OFF,ON,ON,Closed
8999,82,7,OFF,ON,ON,Closed
9000,83,8,OFF,ON,ON,Closed
9001,82,9,OFF,ON,ON,Closed
9002,83,8,OFF,ON,ON,Closed
9003,83,8,OFF,ON,ON,Closed
9004,83,9,OFF,ON,ON,Closed
9005,83,8,OFF,OFF,ON,Closed
9006,83,7,OFF,OFF,ON,Closed
9007,83,6,OFF,OFF,ON,Closed
9008,83,7,OFF,OFF,ON,Closed
9009,84,6,OFF,OFF,ON,Closed
9010,85,7,OFF,OFF,ON,Closed
9011,86,8,OFF,OFF,ON,Closed
9012,87,7,OFF,OFF,ON,Closed
9013,87,6,OFF,OFF,ON,Closed
9014,87,7,OFF,OFF,ON,Closed
9015,88,6,OFF,OFF,ON,Closed
9016,88,7,OFF,OFF,ON,Closed
9017,87,8,OFF,OFF,ON,Closed
9018,87,9,OFF,OFF,ON,Closed
9019,87,8,OFF,OFF,ON,Closed
9020,86,8,OFF,OFF,ON,Closed
9021,85,9,OFF,OFF,ON,Closed
9022,85,9,OFF,OFF,ON,Closed
9023,85,8,OFF,OFF,ON,Closed
9024,86,8,OFF,OFF,ON,Closed
9025,86,7,OFF,OFF,ON,Closed
9026,87,7,OFF,OFF,ON,Closed
9027,87,6,OFF,OFF,ON,Closed
9028,88,6,OFF,OFF,ON,Closed
9029,88,6,OFF,OFF,ON,Closed
9030,89,7,OFF,OFF,ON,Closed
9031,90,6,OFF,OFF,ON,Closed
9032,89,6,OFF,OFF,ON,Closed
9033,88,5,OFF,OFF,ON,Closed
9034,87,7,OFF,ON,ON,Closed
9035,88,6,OFF,ON,ON,Closed
9036,89,7,OFF,ON,ON,Closed
9037,89,6,OFF,ON,ON,Closed
9038,89,5,OFF,ON,ON,Closed
9039,88,5,OFF,ON,ON,Closed
9040,89,5,OFF,ON,ON,Closed
9041,89,3,OFF,ON,ON,Closed
9042,88,5,OFF,ON,ON,Closed
9043,88,7,OFF,ON,ON,Closed
9044,89,7,OFF,ON,ON,Closed
9045,89,8,OFF,ON,ON,Closed
9046,90,8,OFF,ON,ON,Closed
9047,91,9,OFF,ON,ON,Closed
9048,91,9,OFF,OFF,ON,Closed
9049,92,8,OFF,OFF,ON,Closed
9050,92,7,OFF,OFF,ON,Closed
9051,93,7,OFF,OFF,ON,Closed
9052,92,8,OFF,OFF,ON,Closed
9053,91,7,OFF,OFF,ON,Closed
9054,90,8,OFF,OFF,ON,Closed
9055,89,9,OFF,OFF,ON,Closed
9056,90,10,OFF,OFF,ON,Closed
